,id,priceLabel,name,brandId,brandName,imageLink,desc,vendor,print,material,cashmere
b'11',b'444127318',b'124.19',b'Herm\xc3\xa8s Vintage patterned tie',b'1274',b'Hermes',b'http://bim.shopstyle.com/pim/27/4f/274f52c15e9f0bc70969449c73f32296_best.jpg',b'Red and blue silk patterned tie from Herm\xc3\xa8s Vintage featuring a pointed tip and a printed logo. This item is true to fit.',b'farfetch.com',b'_print',b'_silk',b'False'
b'12',b'445491965',b'174.66',b'Brioni patterned tie',b'859',b'Brioni',b'http://bim.shopstyle.com/pim/27/f2/27f21f949f3d68416fed05a7185a5555_best.jpg',b'Blue and white silk patterned tie from Brioni featuring a pointed tip.',b'farfetch.com',b'unknown',b'_silk',b'False'
b'13',b'461954705',b'95.0',b'Herm\xc3\xa8s Tie',b'1274',b'Hermes',b'http://bim.shopstyle.com/pim/ab/a6/aba6e451505bc4968f3333ce702e03a0_best.jpg',"b""Men's blue Herm\xc3\xa8s silk printed necktie.""",b'TheRealReal',b'_print',b'_silk',b'False'
b'14',b'445814117',b'117.87',b'Burberry London micro dot tie',b'870',b'Burberry',b'http://bim.shopstyle.com/pim/0a/ce/0acebafd4d58428bb0731b7958ab9bb6_best.jpg',b'Tonal blue silk micro dot tie from Burberry London featuring a pointed tip and an embroidered logo.',b'farfetch.com',b'unknown',b'_silk',b'False'
b'17',b'461789522',b'95.0',b'Herm\xc3\xa8s Tie',b'1274',b'Hermes',b'http://bim.shopstyle.com/pim/05/b7/05b7cfddb75fceed72686700ee4b702f_best.jpg',"b""Men's blue and multicolor Herm\xc3\xa8s woven printed silk tie with flower and bird design throughout.""",b'TheRealReal',b'_print',b'_silk',b'False'
b'18',b'460964005',b'136.17',"b""Burberry London 'Nova check' tie""",b'870',b'Burberry',b'http://bim.shopstyle.com/pim/fc/f7/fcf7a53155885bf45d3bd989a8b8556f_best.jpg',"b""Grey silk 'Nova check' tie from Burberry London.""",b'farfetch.com',b'unknown',b'_silk',b'False'
b'20',b'436980661',b'90.2',b'Salvatore Ferragamo Vintage patterned tie',b'1948',b'Salvatore Ferragamo',b'http://bim.shopstyle.com/pim/5f/02/5f02e1702db96082f3300cf3d9b5fb90_best.jpg',b'Brick red silk tie from Salvatore Ferragamo featuring a multicoloured fantasy pattern. Please note that vintage items are not new and therefore might have minor imperfections.',b'farfetch.com',b'unknown',b'_silk',b'False'
b'21',b'462481352',b'75.0',b'Herm\xc3\xa8s Tie',b'1274',b'Hermes',b'http://bim.shopstyle.com/pim/e6/44/e644ebdd2f42a536e2461f72d4bd0e3c_best.jpg',"b""Men's light blue, grey and ice blue Herm\xc3\xa8s silk necktie with chain motif.""",b'TheRealReal',b'unknown',b'_silk',b'False'
b'22',b'464131459',b'95.0',b'Herm\xc3\xa8s Tie',b'1274',b'Hermes',b'http://bim.shopstyle.com/pim/35/f2/35f2f2c72c6c1718ea251ed60e6aab2e_best.jpg',"b""Men's green, plum and brown Herm\xc3\xa8s silk tie with rabbit motif.""",b'TheRealReal',b'unknown',b'_silk',b'False'
b'23',b'441469290',b'210.68',b'Lanvin bow tie',b'1487',b'Lanvin',b'http://bim.shopstyle.com/pim/53/41/53412e4012e612a6a27bbdb51601acf6_best.jpg',b'Black silk bow tie from Lanvin featuring a ready-tied bow.',b'farfetch.com',b'unknown',b'_silk',b'False'
b'24',b'445375456',b'133.94',b'Burberry London patterned tie',b'870',b'Burberry',b'http://bim.shopstyle.com/pim/1a/24/1a248b744665407d796f67ae801dc89f_best.jpg',b'Black silk patterned tie from Burberry London featuring a pointed tip and a polka dot print.',b'farfetch.com',b'_print',b'_silk',b'False'
b'27',b'440211926',b'275.0',"b'Ermenegildo Zegna Quindici Paisley-Print Silk Tie, Brown'",b'1139',b'Ermenegildo Zegna',b'http://bim.shopstyle.com/pim/3d/92/3d925ac0f8182c5d7c04dec8ccd5eaf7_best.jpg',"b'<ul><li>Printed silk.</li><li>The tail end of a Quindici tie features its hallmark: the actual screen rotation used to finish each and every design.</li><li>3 1/2"" at widest.</li><li>Dry clean.</li><li>Made in Italy.</li></ul>'",b'Neiman Marcus',b'unknown',b'_silk',b'False'
b'28',b'453573290',b'174.0',b'Gucci Signature GG jacquard silk tie',b'1242',b'Gucci',b'http://bim.shopstyle.com/pim/1b/3d/1b3d1973841ae658fa38ca4ed87af567_best.jpg',"b'<ul><li>Charcoal-grey, dark-brown, black and beige GG-jacquard, silk</li><li>Dark-brown GG-jacquard lining </li><li>100% silk.</li><li>Dry clean</li><li>Country of Origin: Italy</li></ul>'",b'MATCHESFASHION.COM',b'unknown',b'_silk',b'False'
b'29',b'461789622',b'95.0',b'Herm\xc3\xa8s Tie',b'1274',b'Hermes',b'http://bim.shopstyle.com/pim/c6/9e/c69eee154a07f032c3bcc33b44c8f085_best.jpg',"b""Men's red and multicolor Herm\xc3\xa8s silk printed tie with logo at end.""",b'TheRealReal',b'_print',b'_silk',b'False'
b'30',b'461954485',b'75.0',b'Salvatore Ferragamo Tie',b'1948',b'Salvatore Ferragamo',b'http://bim.shopstyle.com/pim/8d/09/8d097358e2e23849776f5c7c7e66e3f3_best.jpg',"b""Men's Salvatore Ferragamo silk necktie with bubble fish motif.""",b'TheRealReal',b'unknown',b'_silk',b'False'
b'31',b'449957019',b'133.94',b'Burberry London polka dot tie',b'870',b'Burberry',b'http://bim.shopstyle.com/pim/ec/66/ec66d025427dad956ee84cc5adb61abf_best.jpg',b'White silk tie from Burberry London featuring a pointed tip and a white polka dot embellishment.',b'farfetch.com',b'_polkadot',b'_silk',b'False'
b'32',b'461377423',b'161.0',b'Burberry London Wide-stripe silk tie',b'870',b'Burberry',b'http://bim.shopstyle.com/pim/ea/5f/ea5f79e3808d30035e46265765485376_best.jpg',"b'<ul><li>Navy, teal-blue and burgundy wide diagonal stripes, silk</li><li>Cornflower-blue embroidered logo</li><li>100% silk. </li><li>Dry clean </li><li>Country of origin: UK</li></ul>'",b'MATCHESFASHION.COM',b'_striped',b'_silk',b'False'
b'33',b'459136615',b'230.0',b'Brioni Scarf Paisley Silk Tie',b'859',b'Brioni',b'http://bim.shopstyle.com/pim/2c/02/2c0296b5cfb325d61c6188de217d25ca_best.jpg',b'<ul><li>Brioni printed silk paisley tie.</li><li>Made in Italy.</li></ul>',b'Neiman Marcus',b'_print',b'_silk',b'False'
b'34',b'453636775',b'180.0',b'Alexander McQueen Black Skull & Polka Dot Bow-Tie',b'689',b'Alexander McQueen',b'http://bim.shopstyle.com/pim/38/76/3876e721ae7245501622cbeb16f3f291_best.jpg',"b'Adjustable pre-tied silk bow-tie in black. Pin-dot and signature skull prints throughout in light grey. Hook-eye closure at back. Tonal stitching. Approx. 15"" length. 100% silk. Made in Italy'",b'SSENSE',b'_print',b'_silk',b'False'
b'36',b'452440837',b'185.0',b'Thom Browne Navy & Red Jacquard Bear Tie',b'25337',b'Thom Browne',b'http://bim.shopstyle.com/pim/d4/ea/d4eaf2919e4f947b3daffdb46d495563_best.jpg',"b'Silk tie in navy blue. Check effect throughout in white and periwinkle blue. Jacquard bear features in red gingham pattern throughout. Tonal stitching. Approx. 54"" length, 2.5"" width. 100% silk. Made in United States'",b'SSENSE',b'unknown',b'_silk',b'False'
b'37',b'436980112',b'90.2',b'Salvatore Ferragamo Vintage textured tie',b'1948',b'Salvatore Ferragamo',b'http://bim.shopstyle.com/pim/b1/70/b170bdc8fd10a806f595a34252768e80_best.jpg',b'Red silk tie from Salvatore Ferragamo featuring a geometric texture. Please note that vintage items are not new and therefore might have minor imperfections.',b'farfetch.com',b'unknown',b'_silk',b'False'
b'38',b'462309825',b'105.01',b'Herm\xc3\xa8s Vintage logo print tie',b'1274',b'Hermes',b'http://bim.shopstyle.com/pim/02/9f/029f9cee5fda030144af5b4aa07a1012_best.jpg',b'Black and white silk logo print tie from Herm\xc3\xa8s Vintage circa 1990 featuring a pointed tip and a logo tag at the rear. Please note that vintage items are not new and therefore might have minor imperfections.',b'farfetch.com',b'_print',b'_silk',b'False'
b'39',b'436981231',b'90.2',b'Salvatore Ferragamo Vintage patterned tie',b'1948',b'Salvatore Ferragamo',b'http://bim.shopstyle.com/pim/f6/c4/f6c4cb7ce823965580e7baec7cc933e2_best.jpg',b'Navy blue silk tie from Salvatore Ferragamo featuring a red and yellow geometrical pattern. Please note that vintage items are not new and therefore might have minor imperfections.',b'farfetch.com',b'unknown',b'_silk',b'False'
b'40',b'461789609',b'95.0',b'Herm\xc3\xa8s Tie',b'1274',b'Hermes',b'http://bim.shopstyle.com/pim/41/ec/41ec2b1cc78f16fe0a09b400b4ca0499_best.jpg',"b""Men's red and multicolor Herm\xc3\xa8s silk tie with paisley print.""",b'TheRealReal',b'_print',b'_silk',b'False'
b'41',b'461793076',b'95.0',b'Herm\xc3\xa8s Tie',b'1274',b'Hermes',b'http://bim.shopstyle.com/pim/40/b7/40b7531eba0c548219cfe954e452b3a2_best.jpg',"b""Men's steel blue, aqua and multicolor Herm\xc3\xa8s silk necktie with fish motif.""",b'TheRealReal',b'unknown',b'_silk',b'False'
b'42',b'458360440',b'150.02',b'Gucci printed tie',b'1242',b'Gucci',b'http://bim.shopstyle.com/pim/6b/c6/6bc6249f438d9e8af298bfebb425e879_best.jpg',b'Blue silk printed tie from Gucci featuring branded rear patch and a printed logo to the rear.',b'farfetch.com',b'_print',b'_silk',b'False'
b'43',b'462379466',b'275.0',"b'Ermenegildo Zegna Quindici Paisley-Print Silk Tie, Turquoise'",b'1139',b'Ermenegildo Zegna',b'http://bim.shopstyle.com/pim/60/8c/608c06cff416e687a10b4b216a754cde_best.jpg',"b'<ul><li>Printed silk.</li><li>The tail end of a Quindici tie features its hallmark: the actual screen rotation used to finish each and every design.</li><li>3 1/2"" at widest.</li><li>Dry clean.</li><li>Made in Italy.</li></ul>'",b'Neiman Marcus',b'unknown',b'_silk',b'False'
b'44',b'461445766',b'230.0',"b'Brioni Woven Iridescent Microneat Tie, Blue'",b'859',b'Brioni',b'http://bim.shopstyle.com/pim/fe/4e/fe4ead8877c1aa92f556b3c8338db6e7_best.jpg',"b'<ul><li>Brioni blue silk tie with woven iridescent microneat pattern.</li><li>Approx. 3""W.</li><li>Made in Italy. </li></ul>'",b'Neiman Marcus',b'unknown',b'_silk',b'False'
b'49',b'215095525',b'65.0',b'English silk tie in mercury grey stripe',b'284',b'J.Crew',b'http://bim.shopstyle.com/pim/38/10/38101601a24abc150874838f0e92b56f_best.jpg',"b'Sometimes you want to wear a tie even when you don\'t have to. This one is made from English silk and sports a classic stripe (there\'s a reason stripes never go out of style). Fun fact: It\'s hand-finished in NYC\'s Long Island City. <ul> <li>2 1/2"" at widest point.</li> <li>English silk.</li> <li>USA.</li> </ul>'",b'J.Crew',b'_striped',b'_silk',b'False'
b'52',b'463500474',b'15.0',"b""The Tie Bar 'Grenafaux' Silk Tie""",b'30134',b'The Tie Bar',b'http://bim.shopstyle.com/pim/20/d7/20d732de236a5d844b9bb3fda5675fda_best.jpg',"b'Fine Churchill dots mark a well-textured tie cut from pure silk. <ul> <li>2 1/2"" width; 58"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By The Tie Bar; imported.</li> <li>Men\'s Furnishings.</li> </ul>'",b'Nordstrom',b'unknown',b'_silk',b'False'
b'53',b'461789733',b'75.0',b'Herm\xc3\xa8s Tie',b'1274',b'Hermes',b'http://bim.shopstyle.com/pim/74/b2/74b27cb34e3311be86ff76fe60d90c4a_best.jpg',"b""Men's yellow and multicolor Herm\xc3\xa8s silk printed tie with logo at end.""",b'TheRealReal',b'_print',b'_silk',b'False'
b'54',b'462481298',b'95.0',b'Gucci Tie',b'1242',b'Gucci',b'http://bim.shopstyle.com/pim/c8/e0/c8e022939aa0881b659ce576c5484392_best.jpg',"b""Men's navy, cobalt and multicolor Gucci silk necktie with geometric print and G logo throughout.""",b'TheRealReal',b'_print',b'_silk',b'False'
b'55',b'449857254',b'162.61',b'Brioni patterned tie',b'859',b'Brioni',b'http://bim.shopstyle.com/pim/64/de/64de36225e826626607fd1f28732e681_best.jpg',b'Red and black silk patterned tie from Brioni featuring a pointed tip and an internal logo patch.',b'farfetch.com',b'unknown',b'_silk',b'False'
b'56',b'444127831',b'124.19',b'Herm\xc3\xa8s Vintage patterned tie',b'1274',b'Hermes',b'http://bim.shopstyle.com/pim/0f/a9/0fa91d6380954b9e7ed04d2f64f80588_best.jpg',b'Blue silk patterned tie from Herm\xc3\xa8s Vintage featuring a pointed tip and a printed logo. Please note that vintage items are not new and therefore might have minor imperfections. This item fits true to size.',b'farfetch.com',b'_print',b'_silk',b'False'
b'57',b'458508060',b'133.94',"b""Burberry London 'Nova check' pointed tip tie""",b'870',b'Burberry',b'http://bim.shopstyle.com/pim/c7/c5/c7c5c5381141d87a5ae20e15143944d8_best.jpg',"b""Grey silk 'Nova check' pointed tip tie from Burberry.""",b'farfetch.com',b'unknown',b'_silk',b'False'
b'58',b'465067969',b'133.94',b'Burberry London pip pattern tie',b'870',b'Burberry',b'http://bim.shopstyle.com/pim/21/28/212892b6ea645a27a57d702a14cbcac7_best.jpg',b'Grey silk pip pattern tie from Burberry London.',b'farfetch.com',b'unknown',b'_silk',b'False'
b'59',b'451035463',b'161.0',b'Alexander McQueen Polka-dot silk tie',b'689',b'Alexander McQueen',b'http://bim.shopstyle.com/pim/17/72/177276fa87356e92229ffd071167ffa5_best.jpg',"b'<ul><li>Blue and white, polka-dot jacquard, silk</li><li>Small red jacquard skull</li><li>100% silk.</li><li>Dry clean</li></ul>'",b'MATCHESFASHION.COM',b'unknown',b'_silk',b'False'
b'60',b'461445763',b'230.0',"b'Brioni Woven Micro Basket Dot Tie, Red/Blue'",b'859',b'Brioni',b'http://bim.shopstyle.com/pim/18/f9/18f90030dcfb28e0122601a30ab63647_best.jpg',"b'<ul><li>Brioni red and blue silk tie with micro basket dot pattern.</li><li>Approx. 3""W.</li><li>Made in Italy. </li></ul>'",b'Neiman Marcus',b'unknown',b'_silk',b'False'
b'62',b'424378959',b'200.0',b'GG pattern tie.',b'1242',b'Gucci',b'http://bim.shopstyle.com/pim/71/89/718903d184ac4efa4a15a27fcc967d38_best.jpg',"b'<ul> <li>black with black GG</li> <li>handmade</li> <li>100% silk jacquard</li> <li>3.2""""W x 54.6""""L</li> </ul>'",b'Gucci',b'unknown',b'_silk',b'False'
b'63',b'170153664',b'55.0',b'English silk bow tie in pindot',b'284',b'J.Crew',b'http://bim.shopstyle.com/pim/30/47/30471a7b5e938a148b0ab96aa19cd6da_best.jpg',"b'A bow tie is a classic way to set yourself apart from the crowd. Plus, it won\'t dangle in your soup. This one made from English silk sports a classic dot (aka the outlandish print for super-conservative guys). <ul> <li>2 1/8"" at widest point.</li> <li>English silk.</li> <li>USA.</li> </ul>'",b'J.Crew',b'_print',b'_silk',b'False'
b'66',b'253510404',b'165.0',"b""Burberry London 'Regent' Woven Silk Tie""",b'870',b'Burberry',b'http://bim.shopstyle.com/pim/e4/8e/e48e1f66b2b59b4813d099abca63db11_best.jpg',"b'A modern check design patterns an Italian-crafted tie. <ul> <li>3 1/2"" width; 57 1/2"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Burberry London; made in Italy.</li> <li>Men\'s Furnishings.</li> </ul>'",b'Nordstrom',b'unknown',b'_silk',b'False'
b'67',b'454988084',b'165.0',"b""Burberry London 'Eaton' Woven Silk Tie""",b'870',b'Burberry',b'http://bim.shopstyle.com/pim/f6/e5/f6e538244a99cfc69b9659b07b0b7ab3_best.jpg',"b'Tonal, signature checks mark a clean-cut tie shaped from pure silk. <ul> <li>3 1/4"" width; 57 1/4"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Burberry London; made in England.</li> <li>Men\'s Designer.</li> </ul>'",b'Nordstrom',b'unknown',b'_silk',b'False'
b'68',b'442435687',b'165.0',b'Burberry London Woven Silk Tie',b'870',b'Burberry',b'http://bim.shopstyle.com/pim/d0/b4/d0b4042f545309956bb78a9b63dea19a_best.jpg',"b'Textured checks pattern a sharp tie crafted in England from pure silk. <ul> <li>3 1/4"" width; 57 3/4"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Burberry; made in England.</li> <li>Men\'s Designer.</li> </ul>'",b'Nordstrom',b'unknown',b'_silk',b'False'
b'69',b'462488535',b'95.0',b'Herm\xc3\xa8s Tie',b'1274',b'Hermes',b'http://bim.shopstyle.com/pim/41/15/411582cc0e1e1685e4adc05adae291c5_best.jpg',"b""Men's orange Herm\xc3\xa8s silk printed necktie.""",b'TheRealReal',b'_print',b'_silk',b'False'
b'70',b'461789613',b'75.0',b'Herm\xc3\xa8s Tie',b'1274',b'Hermes',b'http://bim.shopstyle.com/pim/3c/9f/3c9ffcd92a6004671539ac2f588bbd6d_best.jpg',"b""Men's burgundy and multicolor Herm\xc3\xa8s silk printed tie with logo at end.""",b'TheRealReal',b'_print',b'_silk',b'False'
b'71',b'461789626',b'75.0',b'Herm\xc3\xa8s Tie',b'1274',b'Hermes',b'http://bim.shopstyle.com/pim/b0/c3/b0c37d4af31d6ed3cd9970f8aff33ffe_best.jpg',"b""Men's red and multicolor Herm\xc3\xa8s silk tie with night owl motif and logo at end.""",b'TheRealReal',b'unknown',b'_silk',b'False'
b'72',b'462482154',b'95.0',b'Herm\xc3\xa8s Tie',b'1274',b'Hermes',b'http://bim.shopstyle.com/pim/5f/1b/5f1bdd93546aaf23596930e05571422a_best.jpg',"b""Men's red and multicolor Herm\xc3\xa8s silk tie with star motif and logo at end.""",b'TheRealReal',b'unknown',b'_silk',b'False'
b'73',b'439525890',b'165.0',b'Burberry London Woven Silk Tie',b'870',b'Burberry',b'http://bim.shopstyle.com/pim/de/90/de90549a0392087c11113e0c8c6177da_best.jpg',"b'Sharp tonal checks mark a clean-cut tie shaped from pure silk. <ul> <li>2 3/4"" width; 56"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Burberry London; made in Italy.</li> <li>Men\'s Designer.</li> </ul>'",b'Nordstrom',b'unknown',b'_silk',b'False'
b'74',b'462309743',b'80.37',b'Yves Saint Laurent Vintage striped tie',b'2263',b'Yves Saint Laurent',b'http://bim.shopstyle.com/pim/c3/6e/c36e1490d34861f0a0355f7ffafa4ec5_best.jpg',b'Blue silk striped tie from Yves Saint Laurent Vintage circa 1990. Please note that vintage items are not new and therefore might have minor imperfections.',b'farfetch.com',b'_striped',b'_silk',b'False'
b'75',b'462309754',b'105.01',b'Herm\xc3\xa8s Vintage logo jacquard tie',b'1274',b'Hermes',b'http://bim.shopstyle.com/pim/80/4d/804dec232165d6a14a8e7b8c7813b9ee_best.jpg',b'Brown silk logo jacquard tie from Herm\xc3\xa8s Vintage circa 1990 featuring a pointed tip and a logo tag at the rear. Please note that vintage items are not new and therefore might have minor imperfections.',b'farfetch.com',b'unknown',b'_silk',b'False'
b'77',b'455230161',b'80.37',"b""Kenzo 'Eye' tie""",b'2498',b'Kenzo',b'http://bim.shopstyle.com/pim/55/80/55800686227aa8b82abe57d2395aae15_best.jpg',"b""Blue silk 'Eye' tie from Kenzo featuring a pointed tip and a contrasting white embroidered eye design.""",b'farfetch.com',b'unknown',b'_silk',b'False'
b'78',b'455143452',b'110.0',"b""Kenzo 'Eye' tie""",b'2498',b'Kenzo',b'http://bim.shopstyle.com/pim/e6/79/e6798f5cb674f48288d6ed3c4d454043_best.jpg',"b""Black silk 'Eye' tie from Kenzo featuring a pointed tip.""",b'farfetch.com',b'unknown',b'_silk',b'False'
b'80',b'440949435',b'275.0',"b'Ermenegildo Zegna Quindici Patchwork-Circle Silk Tie, Green'",b'1139',b'Ermenegildo Zegna',b'http://bim.shopstyle.com/pim/ac/62/ac623db818979fc013ecab22fcc8b378_best.jpg',"b'<ul><li>Printed silk.</li><li>The tail end of a Quindici tie features its hallmark: the actual screen rotation used to finish each and every design.</li><li>3 1/2"" at widest.</li><li>Dry clean.</li><li>Made in Italy.</li></ul>'",b'Neiman Marcus',b'unknown',b'_silk',b'False'
b'81',b'355492358',b'200.0',b'Silk Jacquard Tie',b'1242',b'Gucci',b'http://bim.shopstyle.com/pim/93/05/9305e7135a09019ae821dace5f9b941d_best.jpg',"b'<ul> <li>black</li> <li>handmade</li> <li>100% silk jacquard</li> <li>3.2""""W x 54.6""""L</li> </ul>'",b'Gucci',b'unknown',b'_silk',b'False'
b'83',b'463662963',b'75.0',b'English textured silk tie in moss grey dots',b'284',b'J.Crew',b'http://bim.shopstyle.com/pim/25/5c/255c19e5602ed112d5ff9fb829cabf76_best.jpg',"b'Sometimes you want to wear a tie even when you don\'t have to. This one is made from textured English silk with a classic dot pattern-because it\'s so subtle, it looks handsome with just about everything. <ul> <li>2 1/2"" at widest point.</li> <li>English silk.</li> <li>USA.</li> </ul>'",b'J.Crew',b'unknown',b'_silk',b'False'
b'84',b'460096050',b'190.0',"b'Salvatore Ferragamo Golfing Santa Tie, Blue'",b'1948',b'Salvatore Ferragamo',b'http://bim.shopstyle.com/pim/88/ba/88ba55da532b268d8b0f29deaff71610_best.jpg',"b'<ul><li>Salvatore Ferragamo printed silk tie.</li><li>Approx. 3""W.</li><li>Made in Italy.</li></ul>'",b'Neiman Marcus',b'_print',b'_silk',b'False'
b'86',b'462287926',b'165.0',b'Burberry London Navy Silk Check Tie',b'870',b'Burberry',b'http://bim.shopstyle.com/pim/63/d5/63d58940a1ac05d9c0174f92454db0eb_best.jpg',"b'Silk tie in tones of navy, blue, and grey. Signature check pattern throughout. Feed-through loop at back. Tonal stitching. Approx. 56"" x 3.25"". 100% silk. Made in United Kingdom'",b'SSENSE',b'unknown',b'_silk',b'False'
b'87',b'457709596',b'120.0',b'Barneys New York Stripe Square Neck Tie',b'2363',b'Barneys New York',b'http://bim.shopstyle.com/pim/5d/78/5d7831d0add80cfc77598023b480f26b_best.jpg',"b'Exclusively Ours! Barneys New York handmade olive green and green stripe-pattern silk-knit neck tie styled with a square bottom. 2"" width, approximately. Keeper loop at back. Available in Olive Green/Green. Silk. Dry clean. Handmade in Italy.'",b'Barneys New York',b'_striped',b'_silk',b'False'
b'88',b'462306922',b'95.0',b'Herm\xc3\xa8s Tie',b'1274',b'Hermes',b'http://bim.shopstyle.com/pim/8d/5f/8d5f4d9fce3d9656981ad6f2a03cfc40_best.jpg',"b""Men's navy blue, red and white silk Herm\xc3\xa8s tie with buckle motif.""",b'TheRealReal',b'unknown',b'_silk',b'False'
b'89',b'461789538',b'95.0',b'Herm\xc3\xa8s Tie',b'1274',b'Hermes',b'http://bim.shopstyle.com/pim/20/32/203200d3f0ba4028f93ffe1ba7ad5b5c_best.jpg',"b""Men's red Herm\xc3\xa8s silk moon and star print tie.""",b'TheRealReal',b'_print',b'_silk',b'False'
b'90',b'464127486',b'195.0',b'Alexander McQueen Polka-Dot Silk Tie',b'689',b'Alexander McQueen',b'http://bim.shopstyle.com/pim/39/b3/39b3bca886b04e89c4c71c6dc0ff96eb_best.jpg',"b""Add panache to slick formal attire with Alexander McQueen 's debonair polka dot tie. This piece is flawlessly crafted in Italy from luxurious silk that gives it the lustrous appearance. Set it off with a crisp white poplin shirt at your next party. Shown here with a Charvet shirt . <ul> <li>Dark blue woven-silk tie</li> <li>White embroidered polka dots</li> <li>100% silk</li> <li>Dry clean</li> <li>Made in Italy</li> </ul>""",b'MR PORTER',b'_polkadot',b'_silk',b'False'
b'91',b'455204429',b'165.0',b'Burberry London Woven Silk Tie',b'870',b'Burberry',b'http://bim.shopstyle.com/pim/15/ec/15ec860c84ac6c1a9b1cba39f895c870_best.jpg',"b'Distinctly textured checks define a handsome tie cut from pure silk. <ul> <li>2 3/4"" width; 57"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Burberry London; made in Italy.</li> <li>Men\'s Designer.</li> </ul>'",b'Nordstrom',b'unknown',b'_silk',b'False'
